event_id,calculated_risk_score_ai,final_decision,decision_reason
EVT_09068,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09069,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09070,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09071,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09072,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09073,4.1,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09074,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09075,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09076,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09077,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09078,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09079,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09080,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09081,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09082,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09083,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09084,2.3,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09085,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09086,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09087,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09088,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09089,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09090,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09091,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09092,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09093,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09094,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09095,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09096,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09097,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09098,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09099,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09100,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09101,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09102,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09103,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09104,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09105,84.5,BLOCK,Critical AI risk (84/100). High probability of active compromise.
EVT_09106,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09107,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09108,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09109,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09110,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09111,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09112,99.7,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_09113,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09114,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09115,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09116,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09117,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09118,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09119,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09120,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09121,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09122,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09123,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09124,82.9,BLOCK,Critical AI risk (83/100). High probability of active compromise.
EVT_09125,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09126,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09127,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09128,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09129,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09130,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09131,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09132,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09133,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09134,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09135,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09136,3.0,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_09137,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09138,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09139,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09140,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09141,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09142,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09143,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09144,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09145,5.5,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_09146,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09147,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09148,87.0,BLOCK,Critical AI risk (87/100). High probability of active compromise.
EVT_09149,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09150,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09151,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09152,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09153,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09154,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09155,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_09156,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09157,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09158,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09159,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09160,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09161,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09162,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09163,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09164,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09165,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09166,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09167,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09168,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09169,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09170,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09171,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09172,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09173,2.8,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_09174,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09175,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09176,15.3,ALLOW,Low AI risk (15/100). Request matches baseline behaviour.
EVT_09177,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_09178,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09179,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09180,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09181,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09182,3.2,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_09183,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09184,22.5,ALLOW,Low AI risk (22/100). Request matches baseline behaviour.
EVT_09185,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09186,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09187,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09188,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09189,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09190,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09191,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09192,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09193,8.0,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_09194,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09195,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09196,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09197,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09198,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09199,74.2,CHALLENGE,Medium AI risk (74/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_09200,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09201,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09202,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09203,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09204,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09205,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09206,81.3,BLOCK,Critical AI risk (81/100). High probability of active compromise.
EVT_09207,6.2,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_09208,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09209,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09210,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09211,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09212,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09213,11.1,ALLOW,Low AI risk (11/100). Request matches baseline behaviour.
EVT_09214,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09215,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09216,87.7,BLOCK,Critical AI risk (88/100). High probability of active compromise.
EVT_09217,7.9,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_09218,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09219,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09220,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09221,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09222,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09223,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09224,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09225,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09226,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09227,84.1,BLOCK,Critical AI risk (84/100). High probability of active compromise.
EVT_09228,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09229,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09230,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09231,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09232,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09233,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09234,84.2,BLOCK,Critical AI risk (84/100). High probability of active compromise.
EVT_09235,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09236,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09237,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09238,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09239,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09240,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09241,7.3,ALLOW,Low AI risk (7/100). Request matches baseline behaviour.
EVT_09242,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09243,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09244,7.8,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_09245,83.3,BLOCK,Critical AI risk (83/100). High probability of active compromise.
EVT_09246,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09247,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09248,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09249,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09250,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09251,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09252,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09253,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09254,3.8,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09255,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09256,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09257,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09258,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09259,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_09260,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09261,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09262,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09263,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09264,6.9,ALLOW,Low AI risk (7/100). Request matches baseline behaviour.
EVT_09265,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09266,98.4,BLOCK,Critical AI risk (98/100). High probability of active compromise.
EVT_09267,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09268,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09269,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09270,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09271,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09272,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09273,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09274,10.8,ALLOW,Low AI risk (11/100). Request matches baseline behaviour.
EVT_09275,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09276,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09277,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09278,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09279,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09280,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09281,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09282,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09283,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09284,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09285,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09286,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09287,3.1,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_09288,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09289,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09290,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09291,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09292,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09293,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09294,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09295,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09296,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09297,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09298,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09299,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09300,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09301,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09302,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09303,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09304,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09305,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09306,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09307,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09308,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09309,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09310,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09311,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09312,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09313,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09314,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09315,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09316,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09317,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09318,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09319,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09320,3.8,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09321,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09322,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09323,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09324,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09325,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09326,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09327,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09328,7.6,ALLOW,Low AI risk (8/100). Request matches baseline behaviour.
EVT_09329,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09330,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09331,0.1,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09332,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09333,41.6,CHALLENGE,Low AI risk (42/100) overridden by policy: access from public internet requires step-up MFA.
EVT_09334,32.0,CHALLENGE,Low AI risk (32/100) overridden by policy: access from public internet requires step-up MFA.
EVT_09335,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09336,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09337,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09338,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09339,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09340,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09341,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09342,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09343,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09344,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09345,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09346,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09347,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09348,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_09349,5.3,ALLOW,Low AI risk (5/100). Request matches baseline behaviour.
EVT_09350,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09351,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09352,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09353,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09354,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09355,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09356,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09357,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09358,61.3,CHALLENGE,Medium AI risk (61/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_09359,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09360,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09361,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09362,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09363,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09364,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09365,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09366,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09367,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09368,4.5,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09369,90.2,BLOCK,Critical AI risk (90/100). High probability of active compromise.
EVT_09370,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09371,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09372,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09373,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09374,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09375,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09376,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09377,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09378,9.9,ALLOW,Low AI risk (10/100). Request matches baseline behaviour.
EVT_09379,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_09380,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09381,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09382,90.4,BLOCK,Critical AI risk (90/100). High probability of active compromise.
EVT_09383,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09384,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09385,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09386,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09387,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09388,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09389,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09390,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09391,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09392,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09393,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09394,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09395,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09396,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09397,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09398,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09399,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09400,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09401,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09402,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09403,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09404,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_09405,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_09406,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_09407,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
