event_id,timestamp,user_id,role,department,network_zone,device_id,resource_id,sensitivity,action,outcome,is_anomaly,anomaly_type
EVT_08079,2026-05-08 11:15:37,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_27,Internal,Read,Success,0,
EVT_08080,2026-05-08 11:15:40,USR_056,Intern,Engineering,Internal_Corporate,DEV_156,RES_PUB_01,Public,Read,Success,0,
EVT_08081,2026-05-08 11:15:42,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_PUB_03,Public,Write,Success,0,
EVT_08082,2026-05-08 11:16:06,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_GEN_20,Internal,Read,Success,0,
EVT_08083,2026-05-08 11:17:33,USR_039,Employee,Finance,Internal_Corporate,DEV_139,RES_GEN_29,Internal,Read,Success,0,
EVT_08084,2026-05-08 11:17:43,USR_024,Admin,Engineering,Internal_Corporate,DEV_124,RES_ENG_CODE,Confidential,Write,Success,0,
EVT_08085,2026-05-08 11:18:05,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_PUB_02,Public,Write,Success,0,
EVT_08086,2026-05-08 11:18:22,USR_044,Employee,HR,Public_Internet,DEV_144,RES_GEN_28,Internal,Read,Success,1,Impossible_Travel
EVT_08087,2026-05-08 11:18:54,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_24,Internal,Read,Success,0,
EVT_08088,2026-05-08 11:19:00,USR_045,Employee,Finance,Internal_Corporate,DEV_145,RES_PUB_01,Public,Read,Success,0,
EVT_08089,2026-05-08 11:19:09,USR_047,Employee,HR,Internal_Corporate,DEV_UNKNOWN_6776,RES_FIN_TAX,Confidential,Delete,Success,1,New_Device_Sensitive
EVT_08090,2026-05-08 11:20:00,USR_043,Employee,Sales,VPN_Remote,DEV_143,RES_INT_02,Internal,Read,Success,0,
EVT_08091,2026-05-08 11:20:01,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_22,Internal,Write,Success,0,
EVT_08092,2026-05-08 11:20:25,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_HR_MEDICAL,Privileged,Write,Success,0,
EVT_08093,2026-05-08 11:20:55,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_PUB_03,Public,Delete,Success,0,
EVT_08094,2026-05-08 11:21:07,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_GEN_22,Internal,Read,Success,0,
EVT_08095,2026-05-08 11:21:11,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_25,Internal,Read,Success,0,
EVT_08096,2026-05-08 11:21:59,USR_006,Manager,HR,VPN_Remote,DEV_106,RES_GEN_28,Internal,Read,Success,0,
EVT_08097,2026-05-08 11:22:11,USR_032,Employee,Engineering,VPN_Remote,DEV_132,RES_GEN_28,Internal,Read,Success,0,
EVT_08098,2026-05-08 11:22:18,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_INT_03,Internal,Write,Success,0,
EVT_08099,2026-05-08 11:24:02,USR_049,Employee,Finance,VPN_Remote,DEV_149,RES_INT_01,Internal,Read,Failure,0,
EVT_08100,2026-05-08 11:24:30,USR_052,Employee,Sales,VPN_Remote,DEV_152,RES_INT_04,Internal,Read,Success,0,
EVT_08101,2026-05-08 11:24:31,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_28,Internal,Read,Success,0,
EVT_08102,2026-05-08 11:24:37,USR_008,Employee,Finance,Public_Internet,DEV_108,RES_GEN_24,Internal,Read,Success,0,
EVT_08103,2026-05-08 11:25:34,USR_022,Employee,Engineering,Internal_Corporate,DEV_122,RES_PUB_02,Public,Write,Success,0,
EVT_08104,2026-05-08 11:25:36,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_21,Internal,Read,Success,0,
EVT_08105,2026-05-08 11:26:05,USR_020,Manager,Engineering,VPN_Remote,DEV_120,RES_GEN_21,Internal,Read,Success,0,
EVT_08106,2026-05-08 11:26:29,USR_021,Employee,Finance,VPN_Remote,DEV_121,RES_GEN_22,Internal,Execute,Success,0,
EVT_08107,2026-05-08 11:26:58,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_21,Internal,Write,Success,0,
EVT_08108,2026-05-08 11:27:05,USR_009,Admin,Engineering,VPN_Remote,DEV_109,RES_GEN_25,Internal,Read,Success,0,
EVT_08109,2026-05-08 11:28:52,USR_045,Employee,Finance,Internal_Corporate,DEV_145,RES_GEN_25,Internal,Write,Success,0,
EVT_08110,2026-05-08 11:29:22,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_26,Internal,Read,Success,0,
EVT_08111,2026-05-08 11:29:34,USR_045,Employee,Finance,Public_Internet,DEV_145,RES_GEN_28,Internal,Write,Success,0,
EVT_08112,2026-05-08 11:29:55,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_28,Internal,Read,Success,0,
EVT_08113,2026-05-08 11:29:55,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_PUB_03,Public,Write,Success,0,
EVT_08114,2026-05-08 11:30:01,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_27,Internal,Write,Success,0,
EVT_08115,2026-05-08 11:30:26,USR_043,Employee,Sales,Internal_Corporate,DEV_143,RES_PUB_01,Public,Read,Success,0,
EVT_08116,2026-05-08 11:30:57,USR_055,Employee,Sales,Internal_Corporate,DEV_155,RES_GEN_25,Internal,Read,Success,0,
EVT_08117,2026-05-08 11:31:33,USR_059,Employee,HR,VPN_Remote,DEV_159,RES_GEN_23,Internal,Read,Success,0,
EVT_08118,2026-05-08 11:31:49,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_29,Internal,Delete,Success,0,
EVT_08119,2026-05-08 11:32:48,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_INT_04,Internal,Write,Success,0,
EVT_08120,2026-05-08 11:34:51,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_08121,2026-05-08 11:35:45,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_GEN_22,Internal,Read,Success,0,
EVT_08122,2026-05-08 11:35:48,USR_017,Admin,Finance,Internal_Corporate,DEV_117,RES_INT_03,Internal,Execute,Success,0,
EVT_08123,2026-05-08 11:35:54,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_INT_04,Internal,Delete,Success,0,
EVT_08124,2026-05-08 11:36:23,USR_057,Employee,Sales,VPN_Remote,DEV_157,RES_GEN_29,Internal,Read,Success,0,
EVT_08125,2026-05-08 11:36:41,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_INT_03,Internal,Execute,Failure,0,
EVT_08126,2026-05-08 11:38:21,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_HR_PAYROLL,Confidential,Execute,Failure,0,
EVT_08127,2026-05-08 11:38:29,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_01,Internal,Write,Success,0,
EVT_08128,2026-05-08 11:38:41,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_SAL_PIPE,Confidential,Write,Success,0,
EVT_08129,2026-05-08 11:38:47,USR_015,Employee,Engineering,Internal_Corporate,DEV_115,RES_GEN_24,Internal,Read,Success,0,
EVT_08130,2026-05-08 11:39:11,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_INT_01,Internal,Read,Success,0,
EVT_08131,2026-05-08 11:39:15,USR_004,Employee,Sales,Internal_Corporate,DEV_104,RES_SAL_PIPE,Confidential,Read,Success,0,
EVT_08132,2026-05-08 11:39:53,USR_040,Employee,Finance,VPN_Remote,DEV_140,RES_INT_01,Internal,Read,Success,0,
EVT_08133,2026-05-08 11:40:10,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_GEN_23,Internal,Read,Success,0,
EVT_08134,2026-05-08 11:40:50,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_GEN_23,Internal,Delete,Success,0,
EVT_08135,2026-05-08 11:42:19,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_GEN_25,Internal,Read,Success,0,
EVT_08136,2026-05-08 11:42:24,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_PUB_03,Public,Read,Success,0,
EVT_08137,2026-05-08 11:43:28,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_22,Internal,Read,Success,0,
EVT_08138,2026-05-08 11:43:48,USR_020,Manager,Engineering,VPN_Remote,DEV_120,RES_GEN_21,Internal,Read,Success,0,
EVT_08139,2026-05-08 11:44:36,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_20,Internal,Read,Success,0,
EVT_08140,2026-05-08 11:44:36,USR_022,Employee,Engineering,Internal_Corporate,DEV_122,RES_GEN_19,Internal,Read,Success,0,
EVT_08141,2026-05-08 11:44:40,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_22,Internal,Read,Success,0,
EVT_08142,2026-05-08 11:44:44,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_GEN_27,Internal,Read,Success,0,
EVT_08143,2026-05-08 11:44:51,USR_057,Employee,Sales,Public_Internet,DEV_157,RES_GEN_23,Internal,Read,Success,0,
EVT_08144,2026-05-08 11:45:05,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_25,Internal,Execute,Failure,0,
EVT_08145,2026-05-08 11:45:26,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_GEN_26,Internal,Read,Success,0,
EVT_08146,2026-05-08 11:47:22,USR_057,Employee,Sales,VPN_Remote,DEV_157,RES_INT_02,Internal,Read,Success,0,
EVT_08147,2026-05-08 11:48:17,USR_045,Employee,Finance,Internal_Corporate,DEV_145,RES_GEN_20,Internal,Write,Success,0,
EVT_08148,2026-05-08 11:48:45,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_INT_04,Internal,Execute,Success,0,
EVT_08149,2026-05-08 11:49:37,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_20,Internal,Read,Success,0,
EVT_08150,2026-05-08 11:49:39,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_04,Internal,Execute,Success,0,
EVT_08151,2026-05-08 11:49:42,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_INT_02,Internal,Read,Success,0,
EVT_08152,2026-05-08 11:50:17,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_INT_01,Internal,Read,Success,0,
EVT_08153,2026-05-08 11:50:28,USR_025,Intern,Engineering,Internal_Corporate,DEV_125,RES_PUB_01,Public,Write,Success,0,
EVT_08154,2026-05-08 11:50:31,USR_018,Employee,Engineering,Public_Internet,DEV_118,RES_PUB_03,Public,Read,Success,0,
EVT_08155,2026-05-08 11:50:32,USR_017,Admin,Finance,Public_Internet,DEV_117,RES_GEN_20,Internal,Write,Success,0,
EVT_08156,2026-05-08 11:50:45,USR_029,Admin,Sales,VPN_Remote,DEV_129,RES_PUB_02,Public,Write,Success,0,
EVT_08157,2026-05-08 11:51:12,USR_030,Intern,Finance,VPN_Remote,DEV_130,RES_INT_04,Internal,Read,Success,0,
EVT_08158,2026-05-08 11:51:21,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_22,Internal,Read,Success,0,
EVT_08159,2026-05-08 11:51:47,USR_039,Employee,Finance,VPN_Remote,DEV_139,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_08160,2026-05-08 11:52:07,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_FIN_TAX,Confidential,Write,Success,0,
EVT_08161,2026-05-08 11:52:10,USR_022,Employee,Engineering,Internal_Corporate,DEV_122,RES_INT_03,Internal,Read,Success,0,
EVT_08162,2026-05-08 11:52:18,USR_007,Employee,Finance,VPN_Remote,DEV_107,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_08163,2026-05-08 11:52:46,USR_057,Employee,Sales,Internal_Corporate,DEV_157,RES_GEN_28,Internal,Read,Success,0,
EVT_08164,2026-05-08 11:53:22,USR_052,Employee,Sales,VPN_Remote,DEV_152,RES_INT_04,Internal,Write,Success,0,
EVT_08165,2026-05-08 11:54:25,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_GEN_26,Internal,Delete,Success,0,
EVT_08166,2026-05-08 11:55:10,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_GEN_25,Internal,Write,Success,0,
EVT_08167,2026-05-08 11:55:39,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_03,Internal,Read,Success,0,
EVT_08168,2026-05-08 11:55:41,USR_055,Employee,Sales,Internal_Corporate,DEV_155,RES_INT_03,Internal,Read,Success,0,
EVT_08169,2026-05-08 11:55:47,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_08170,2026-05-08 11:56:00,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_25,Internal,Read,Success,0,
EVT_08171,2026-05-08 11:56:21,USR_055,Employee,Sales,Internal_Corporate,DEV_155,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_08172,2026-05-08 11:57:02,USR_034,Intern,Sales,Internal_Corporate,DEV_134,RES_GEN_24,Internal,Read,Success,0,
EVT_08173,2026-05-08 11:57:19,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_FIN_BANK,Privileged,Write,Success,0,
EVT_08174,2026-05-08 11:57:34,USR_025,Intern,Engineering,Internal_Corporate,DEV_125,RES_PUB_01,Public,Read,Success,0,
EVT_08175,2026-05-08 11:58:34,USR_055,Employee,Sales,Internal_Corporate,DEV_155,RES_GEN_29,Internal,Read,Success,0,
EVT_08176,2026-05-08 11:58:41,USR_001,Employee,Engineering,VPN_Remote,DEV_101,RES_ENG_CICD,Confidential,Read,Success,0,
EVT_08177,2026-05-08 11:58:49,USR_049,Employee,Finance,Public_Internet,DEV_149,RES_GEN_25,Internal,Read,Success,0,
EVT_08178,2026-05-08 11:59:49,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_28,Internal,Read,Success,0,
EVT_08179,2026-05-08 11:59:54,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_26,Internal,Read,Success,0,
EVT_08180,2026-05-08 12:00:07,USR_019,Employee,HR,Internal_Corporate,DEV_119,RES_GEN_22,Internal,Read,Success,0,
EVT_08181,2026-05-08 12:00:11,USR_006,Manager,HR,VPN_Remote,DEV_106,RES_PUB_03,Public,Execute,Success,0,
EVT_08182,2026-05-08 12:00:14,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_PUB_03,Public,Read,Failure,0,
EVT_08183,2026-05-08 12:00:20,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_GEN_22,Internal,Read,Success,0,
EVT_08184,2026-05-08 12:00:44,USR_028,Employee,Engineering,Public_Internet,DEV_128,RES_GEN_26,Internal,Execute,Success,0,
EVT_08185,2026-05-08 12:00:50,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_19,Internal,Read,Success,0,
EVT_08186,2026-05-08 12:01:26,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_FIN_TAX,Confidential,Delete,Success,0,
EVT_08187,2026-05-08 12:01:42,USR_055,Employee,Sales,VPN_Remote,DEV_155,RES_INT_04,Internal,Read,Success,0,
EVT_08188,2026-05-08 12:01:43,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_GEN_23,Internal,Write,Success,0,
EVT_08189,2026-05-08 12:01:48,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_FIN_LEDGER,Confidential,Write,Success,0,
EVT_08190,2026-05-08 12:02:04,USR_007,Employee,Finance,Public_Internet,DEV_107,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_08191,2026-05-08 12:02:24,USR_018,Employee,Engineering,Internal_Corporate,DEV_118,RES_GEN_20,Internal,Read,Success,0,
EVT_08192,2026-05-08 12:02:53,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_SAL_PIPE,Confidential,Write,Success,0,
EVT_08193,2026-05-08 12:02:58,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_28,Internal,Execute,Success,0,
EVT_08194,2026-05-08 12:03:21,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_INT_01,Internal,Read,Success,0,
EVT_08195,2026-05-08 12:03:59,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_20,Internal,Execute,Success,0,
EVT_08196,2026-05-08 12:03:59,USR_022,Employee,Engineering,VPN_Remote,DEV_UNKNOWN_7057,RES_FIN_LEDGER,Confidential,Delete,Success,1,New_Device_Sensitive
EVT_08197,2026-05-08 12:04:17,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_20,Internal,Execute,Success,0,
EVT_08198,2026-05-08 12:04:23,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_GEN_25,Internal,Read,Success,0,
EVT_08199,2026-05-08 12:04:45,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_GEN_20,Internal,Read,Success,0,
EVT_08200,2026-05-08 12:05:50,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_GEN_20,Internal,Write,Success,0,
EVT_08201,2026-05-08 12:06:19,USR_013,Employee,Sales,VPN_Remote,DEV_113,RES_GEN_29,Internal,Read,Success,0,
EVT_08202,2026-05-08 12:07:02,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_24,Internal,Write,Success,0,
EVT_08203,2026-05-08 12:07:53,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_21,Internal,Write,Success,0,
EVT_08204,2026-05-08 12:07:58,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_HR_PAYROLL,Confidential,Read,Success,0,
EVT_08205,2026-05-08 12:08:05,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_22,Internal,Write,Success,0,
EVT_08206,2026-05-08 12:08:07,USR_053,Manager,Engineering,Public_Internet,DEV_153,RES_INT_04,Internal,Read,Success,0,
EVT_08207,2026-05-08 12:08:20,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_27,Internal,Write,Success,0,
EVT_08208,2026-05-08 12:08:26,USR_053,Manager,Engineering,Internal_Corporate,DEV_153,RES_GEN_21,Internal,Read,Success,0,
EVT_08209,2026-05-08 12:09:35,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_GEN_22,Internal,Write,Success,0,
EVT_08210,2026-05-08 12:10:43,USR_015,Employee,Engineering,VPN_Remote,DEV_115,RES_GEN_20,Internal,Write,Success,0,
EVT_08211,2026-05-08 12:11:32,USR_037,Employee,HR,VPN_Remote,DEV_137,RES_GEN_27,Internal,Write,Success,0,
EVT_08212,2026-05-08 12:11:54,USR_010,Intern,Sales,VPN_Remote,DEV_110,RES_PUB_03,Public,Write,Success,0,
EVT_08213,2026-05-08 12:12:08,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_GEN_27,Internal,Read,Failure,0,
EVT_08214,2026-05-08 12:12:17,USR_046,Employee,Engineering,VPN_Remote,DEV_146,RES_ENG_CODE,Confidential,Delete,Success,0,
EVT_08215,2026-05-08 12:13:25,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_GEN_29,Internal,Read,Success,0,
EVT_08216,2026-05-08 12:15:26,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_HR_RECORDS,Confidential,Read,Success,0,
EVT_08217,2026-05-08 12:15:37,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_GEN_22,Internal,Read,Success,0,
EVT_08218,2026-05-08 12:16:27,USR_013,Employee,Sales,Internal_Corporate,DEV_113,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_08219,2026-05-08 12:17:19,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_ENG_CICD,Confidential,Read,Success,0,
EVT_08220,2026-05-08 12:17:37,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_19,Internal,Read,Success,0,
EVT_08221,2026-05-08 12:17:50,USR_028,Employee,Engineering,VPN_Remote,DEV_128,RES_GEN_24,Internal,Read,Success,0,
EVT_08222,2026-05-08 12:18:00,USR_050,Admin,Sales,Internal_Corporate,DEV_150,RES_INT_01,Internal,Read,Success,0,
EVT_08223,2026-05-08 12:18:17,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_03,Internal,Read,Success,0,
EVT_08224,2026-05-08 12:18:46,USR_012,Manager,Sales,VPN_Remote,DEV_112,RES_PUB_01,Public,Read,Success,0,
EVT_08225,2026-05-08 12:19:14,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_28,Internal,Read,Success,0,
EVT_08226,2026-05-08 12:19:19,USR_052,Employee,Sales,VPN_Remote,DEV_152,RES_PUB_03,Public,Read,Success,0,
EVT_08227,2026-05-08 12:19:22,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_24,Internal,Write,Failure,0,
EVT_08228,2026-05-08 12:19:58,USR_050,Admin,Sales,VPN_Remote,DEV_150,RES_INT_02,Internal,Read,Success,0,
EVT_08229,2026-05-08 12:20:25,USR_032,Employee,Engineering,VPN_Remote,DEV_132,RES_GEN_23,Internal,Read,Success,0,
EVT_08230,2026-05-08 12:20:54,USR_033,Intern,Engineering,VPN_Remote,DEV_133,RES_ENG_CICD,Confidential,Read,Success,0,
EVT_08231,2026-05-08 12:21:33,USR_009,Admin,Engineering,VPN_Remote,DEV_109,RES_GEN_19,Internal,Read,Success,0,
EVT_08232,2026-05-08 12:21:50,USR_040,Employee,Finance,VPN_Remote,DEV_140,RES_GEN_22,Internal,Read,Success,0,
EVT_08233,2026-05-08 12:22:33,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_PUB_03,Public,Read,Success,0,
EVT_08234,2026-05-08 12:22:55,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_03,Internal,Write,Success,0,
EVT_08235,2026-05-08 12:23:20,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_GEN_23,Internal,Read,Success,0,
EVT_08236,2026-05-08 12:24:55,USR_043,Employee,Sales,VPN_Remote,DEV_143,RES_GEN_27,Internal,Read,Success,0,
EVT_08237,2026-05-08 12:26:46,USR_044,Employee,HR,VPN_Remote,DEV_144,RES_INT_04,Internal,Execute,Success,0,
EVT_08238,2026-05-08 12:26:56,USR_023,Intern,HR,Internal_Corporate,DEV_123,RES_PUB_02,Public,Read,Success,0,
EVT_08239,2026-05-08 12:26:58,USR_043,Employee,Sales,Internal_Corporate,DEV_143,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_08240,2026-05-08 12:27:05,USR_046,Employee,Engineering,Internal_Corporate,DEV_146,RES_ENG_CODE,Confidential,Execute,Success,0,
EVT_08241,2026-05-08 12:27:11,USR_060,Employee,HR,VPN_Remote,DEV_160,RES_GEN_29,Internal,Write,Success,0,
EVT_08242,2026-05-08 12:27:16,USR_032,Employee,Engineering,VPN_Remote,DEV_132,RES_PUB_01,Public,Read,Success,0,
EVT_08243,2026-05-08 12:27:34,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_HR_PAYROLL,Confidential,Read,Success,0,
EVT_08244,2026-05-08 12:27:44,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_PUB_02,Public,Write,Success,0,
EVT_08245,2026-05-08 12:27:49,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_PUB_01,Public,Delete,Success,0,
EVT_08246,2026-05-08 12:29:08,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_21,Internal,Execute,Success,0,
EVT_08247,2026-05-08 12:29:12,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_19,Internal,Delete,Success,0,
EVT_08248,2026-05-08 12:29:21,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_20,Internal,Read,Success,0,
EVT_08249,2026-05-08 12:29:30,USR_058,Employee,HR,VPN_Remote,DEV_158,RES_HR_RECORDS,Confidential,Read,Success,0,
EVT_08250,2026-05-08 12:30:14,USR_023,Intern,HR,Internal_Corporate,DEV_123,RES_PUB_02,Public,Execute,Success,0,
EVT_08251,2026-05-08 12:30:27,USR_019,Employee,HR,VPN_Remote,DEV_119,RES_GEN_28,Internal,Read,Success,0,
EVT_08252,2026-05-08 12:32:09,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_PUB_02,Public,Read,Success,0,
EVT_08253,2026-05-08 12:32:10,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_GEN_27,Internal,Read,Success,0,
EVT_08254,2026-05-08 12:32:14,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_INT_01,Internal,Read,Success,0,
EVT_08255,2026-05-08 12:32:15,USR_047,Employee,HR,Internal_Corporate,DEV_147,RES_HR_RECORDS,Confidential,Read,Success,0,
EVT_08256,2026-05-08 12:32:17,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_HR_RECORDS,Confidential,Read,Success,0,
EVT_08257,2026-05-08 12:32:20,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_GEN_21,Internal,Write,Success,0,
EVT_08258,2026-05-08 12:32:21,USR_055,Employee,Sales,VPN_Remote,DEV_155,RES_GEN_25,Internal,Write,Success,0,
EVT_08259,2026-05-08 12:32:26,USR_058,Employee,HR,Internal_Corporate,DEV_158,RES_GEN_27,Internal,Read,Success,0,
EVT_08260,2026-05-08 12:32:35,USR_017,Admin,Finance,Internal_Corporate,DEV_117,RES_GEN_28,Internal,Read,Success,0,
EVT_08261,2026-05-08 12:33:15,USR_013,Employee,Sales,Public_Internet,DEV_113,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_08262,2026-05-08 12:33:33,USR_060,Employee,HR,VPN_Remote,DEV_160,RES_GEN_22,Internal,Read,Success,0,
EVT_08263,2026-05-08 12:33:33,USR_024,Admin,Engineering,Internal_Corporate,DEV_124,RES_GEN_22,Internal,Delete,Success,0,
EVT_08264,2026-05-08 12:34:49,USR_015,Employee,Engineering,VPN_Remote,DEV_115,RES_GEN_20,Internal,Read,Success,0,
EVT_08265,2026-05-08 12:34:59,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_PUB_02,Public,Read,Success,0,
EVT_08266,2026-05-08 12:35:39,USR_026,Manager,Engineering,VPN_Remote,DEV_126,RES_INT_01,Internal,Read,Success,0,
EVT_08267,2026-05-08 12:36:02,USR_034,Intern,Sales,VPN_Remote,DEV_134,RES_INT_04,Internal,Read,Success,0,
EVT_08268,2026-05-08 12:36:08,USR_040,Employee,Finance,Public_Internet,DEV_140,RES_INT_02,Internal,Read,Success,0,
EVT_08269,2026-05-08 12:36:09,USR_003,Employee,Engineering,Internal_Corporate,DEV_103,RES_INT_02,Internal,Read,Success,0,
EVT_08270,2026-05-08 12:36:18,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_GEN_25,Internal,Execute,Success,0,
EVT_08271,2026-05-08 12:36:59,USR_025,Intern,Engineering,Internal_Corporate,DEV_125,RES_GEN_27,Internal,Write,Success,0,
EVT_08272,2026-05-08 12:37:09,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_PUB_02,Public,Read,Success,0,
EVT_08273,2026-05-08 12:37:19,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_08274,2026-05-08 12:37:35,USR_002,Employee,Sales,VPN_Remote,DEV_102,RES_GEN_24,Internal,Read,Success,0,
EVT_08275,2026-05-08 12:37:50,USR_047,Employee,HR,Public_Internet,DEV_147,RES_GEN_21,Internal,Read,Success,0,
