event_id,baseline_risk_score,baseline_decision,is_anomaly,anomaly_type
EVT_07676,10.0,ALLOW,0,
EVT_07677,25.0,ALLOW,0,
EVT_07678,10.0,ALLOW,0,
EVT_07679,10.0,ALLOW,0,
EVT_07680,10.0,ALLOW,0,
EVT_07681,15.0,ALLOW,0,
EVT_07682,10.0,ALLOW,0,
EVT_07683,10.0,ALLOW,0,
EVT_07684,10.0,ALLOW,0,
EVT_07685,25.0,ALLOW,0,
EVT_07686,25.0,ALLOW,0,
EVT_07687,15.0,ALLOW,0,
EVT_07688,15.0,ALLOW,0,
EVT_07689,25.0,ALLOW,0,
EVT_07690,10.0,ALLOW,0,
EVT_07691,10.0,ALLOW,0,
EVT_07692,25.0,ALLOW,0,
EVT_07693,25.0,ALLOW,0,
EVT_07694,30.0,ALLOW,0,
EVT_07695,10.0,ALLOW,0,
EVT_07696,10.0,ALLOW,0,
EVT_07697,25.0,ALLOW,0,
EVT_07698,45.0,CHALLENGE,0,
EVT_07699,25.0,ALLOW,0,
EVT_07700,25.0,ALLOW,0,
EVT_07701,25.0,ALLOW,0,
EVT_07702,40.0,ALLOW,0,
EVT_07703,15.0,ALLOW,0,
EVT_07704,10.0,ALLOW,0,
EVT_07705,10.0,ALLOW,0,
EVT_07706,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07707,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07708,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07709,75.0,BLOCK,1,Off_Hours_Privileged
EVT_07710,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07711,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07712,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07713,75.0,BLOCK,1,Off_Hours_Privileged
EVT_07714,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07715,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07716,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07717,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_07718,75.0,BLOCK,1,Off_Hours_Privileged
EVT_07719,25.0,ALLOW,0,
EVT_07720,10.0,ALLOW,0,
EVT_07721,45.0,CHALLENGE,0,
EVT_07722,10.0,ALLOW,0,
EVT_07723,10.0,ALLOW,0,
EVT_07724,45.0,CHALLENGE,0,
EVT_07725,10.0,ALLOW,0,
EVT_07726,25.0,ALLOW,0,
EVT_07727,15.0,ALLOW,0,
EVT_07728,10.0,ALLOW,0,
EVT_07729,15.0,ALLOW,0,
EVT_07730,10.0,ALLOW,0,
EVT_07731,10.0,ALLOW,0,
EVT_07732,30.0,ALLOW,0,
EVT_07733,10.0,ALLOW,0,
EVT_07734,10.0,ALLOW,0,
EVT_07735,10.0,ALLOW,0,
EVT_07736,10.0,ALLOW,0,
EVT_07737,15.0,ALLOW,0,
EVT_07738,15.0,ALLOW,0,
EVT_07739,10.0,ALLOW,0,
EVT_07740,45.0,CHALLENGE,0,
EVT_07741,25.0,ALLOW,0,
EVT_07742,25.0,ALLOW,0,
EVT_07743,15.0,ALLOW,0,
EVT_07744,25.0,ALLOW,0,
EVT_07745,10.0,ALLOW,0,
EVT_07746,25.0,ALLOW,0,
EVT_07747,25.0,ALLOW,0,
EVT_07748,25.0,ALLOW,0,
EVT_07749,25.0,ALLOW,0,
EVT_07750,25.0,ALLOW,0,
EVT_07751,40.0,ALLOW,0,
EVT_07752,10.0,ALLOW,0,
EVT_07753,25.0,ALLOW,0,
EVT_07754,10.0,ALLOW,0,
EVT_07755,30.0,ALLOW,0,
EVT_07756,10.0,ALLOW,0,
EVT_07757,10.0,ALLOW,0,
EVT_07758,10.0,ALLOW,0,
EVT_07759,10.0,ALLOW,0,
EVT_07760,10.0,ALLOW,0,
EVT_07761,30.0,ALLOW,0,
EVT_07762,50.0,CHALLENGE,0,
EVT_07763,35.0,ALLOW,0,
EVT_07764,10.0,ALLOW,0,
EVT_07765,10.0,ALLOW,0,
EVT_07766,10.0,ALLOW,0,
EVT_07767,15.0,ALLOW,0,
EVT_07768,25.0,ALLOW,0,
EVT_07769,15.0,ALLOW,0,
EVT_07770,15.0,ALLOW,0,
EVT_07771,25.0,ALLOW,0,
EVT_07772,25.0,ALLOW,0,
EVT_07773,10.0,ALLOW,0,
EVT_07774,25.0,ALLOW,0,
EVT_07775,10.0,ALLOW,0,
EVT_07776,25.0,ALLOW,0,
EVT_07777,10.0,ALLOW,0,
EVT_07778,10.0,ALLOW,0,
EVT_07779,10.0,ALLOW,0,
EVT_07780,10.0,ALLOW,0,
EVT_07781,10.0,ALLOW,0,
EVT_07782,10.0,ALLOW,0,
EVT_07783,10.0,ALLOW,0,
EVT_07784,15.0,ALLOW,0,
EVT_07785,45.0,CHALLENGE,0,
EVT_07786,10.0,ALLOW,0,
EVT_07787,25.0,ALLOW,0,
EVT_07788,10.0,ALLOW,0,
EVT_07789,10.0,ALLOW,0,
EVT_07790,10.0,ALLOW,0,
EVT_07791,10.0,ALLOW,0,
EVT_07792,10.0,ALLOW,0,
EVT_07793,10.0,ALLOW,0,
EVT_07794,10.0,ALLOW,0,
EVT_07795,10.0,ALLOW,0,
EVT_07796,10.0,ALLOW,0,
EVT_07797,50.0,CHALLENGE,0,
EVT_07798,25.0,ALLOW,0,
EVT_07799,15.0,ALLOW,0,
EVT_07800,25.0,ALLOW,0,
EVT_07801,25.0,ALLOW,0,
EVT_07802,30.0,ALLOW,0,
EVT_07803,30.0,ALLOW,0,
EVT_07804,10.0,ALLOW,0,
EVT_07805,20.0,ALLOW,0,
EVT_07806,10.0,ALLOW,0,
EVT_07807,10.0,ALLOW,0,
EVT_07808,10.0,ALLOW,0,
EVT_07809,10.0,ALLOW,0,
EVT_07810,35.0,ALLOW,0,
EVT_07811,10.0,ALLOW,0,
EVT_07812,10.0,ALLOW,0,
EVT_07813,25.0,ALLOW,0,
EVT_07814,25.0,ALLOW,0,
EVT_07815,25.0,ALLOW,0,
EVT_07816,15.0,ALLOW,0,
EVT_07817,65.0,CHALLENGE,0,
EVT_07818,25.0,ALLOW,0,
EVT_07819,10.0,ALLOW,0,
EVT_07820,25.0,ALLOW,0,
EVT_07821,40.0,ALLOW,0,
EVT_07822,15.0,ALLOW,0,
EVT_07823,85.0,BLOCK,1,New_Device_Sensitive
EVT_07824,40.0,ALLOW,0,
EVT_07825,15.0,ALLOW,0,
EVT_07826,15.0,ALLOW,0,
EVT_07827,10.0,ALLOW,0,
EVT_07828,30.0,ALLOW,0,
EVT_07829,10.0,ALLOW,0,
EVT_07830,25.0,ALLOW,0,
EVT_07831,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_07832,10.0,ALLOW,0,
EVT_07833,25.0,ALLOW,0,
EVT_07834,25.0,ALLOW,0,
EVT_07835,15.0,ALLOW,0,
EVT_07836,35.0,ALLOW,0,
EVT_07837,25.0,ALLOW,0,
EVT_07838,10.0,ALLOW,0,
EVT_07839,15.0,ALLOW,0,
EVT_07840,10.0,ALLOW,0,
EVT_07841,15.0,ALLOW,0,
EVT_07842,25.0,ALLOW,0,
EVT_07843,25.0,ALLOW,1,Unusual_Resource_Access
EVT_07844,35.0,ALLOW,0,
EVT_07845,10.0,ALLOW,0,
EVT_07846,10.0,ALLOW,0,
EVT_07847,10.0,ALLOW,0,
EVT_07848,20.0,ALLOW,0,
EVT_07849,30.0,ALLOW,0,
EVT_07850,15.0,ALLOW,0,
EVT_07851,15.0,ALLOW,0,
EVT_07852,10.0,ALLOW,0,
EVT_07853,25.0,ALLOW,0,
EVT_07854,10.0,ALLOW,0,
EVT_07855,10.0,ALLOW,0,
EVT_07856,15.0,ALLOW,0,
EVT_07857,15.0,ALLOW,0,
EVT_07858,45.0,CHALLENGE,1,Impossible_Travel
EVT_07859,25.0,ALLOW,0,
EVT_07860,25.0,ALLOW,0,
EVT_07861,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_07862,40.0,ALLOW,0,
EVT_07863,10.0,ALLOW,0,
EVT_07864,10.0,ALLOW,0,
EVT_07865,10.0,ALLOW,0,
EVT_07866,10.0,ALLOW,0,
EVT_07867,15.0,ALLOW,0,
EVT_07868,15.0,ALLOW,0,
EVT_07869,10.0,ALLOW,0,
EVT_07870,60.0,CHALLENGE,0,
EVT_07871,15.0,ALLOW,0,
EVT_07872,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_07873,10.0,ALLOW,0,
EVT_07874,10.0,ALLOW,0,
EVT_07875,30.0,ALLOW,0,
EVT_07876,10.0,ALLOW,0,
EVT_07877,45.0,CHALLENGE,1,Impossible_Travel
EVT_07878,25.0,ALLOW,0,
EVT_07879,10.0,ALLOW,0,
EVT_07880,25.0,ALLOW,0,
EVT_07881,10.0,ALLOW,0,
EVT_07882,20.0,ALLOW,0,
EVT_07883,10.0,ALLOW,0,
EVT_07884,10.0,ALLOW,0,
EVT_07885,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_07886,10.0,ALLOW,0,
EVT_07887,25.0,ALLOW,0,
EVT_07888,40.0,ALLOW,0,
EVT_07889,10.0,ALLOW,0,
EVT_07890,25.0,ALLOW,0,
EVT_07891,45.0,CHALLENGE,1,Impossible_Travel
EVT_07892,25.0,ALLOW,0,
EVT_07893,10.0,ALLOW,0,
EVT_07894,10.0,ALLOW,0,
EVT_07895,45.0,CHALLENGE,1,Impossible_Travel
EVT_07896,20.0,ALLOW,0,
EVT_07897,25.0,ALLOW,0,
EVT_07898,25.0,ALLOW,0,
EVT_07899,25.0,ALLOW,0,
EVT_07900,10.0,ALLOW,0,
EVT_07901,25.0,ALLOW,0,
EVT_07902,45.0,CHALLENGE,0,
EVT_07903,10.0,ALLOW,0,
EVT_07904,25.0,ALLOW,0,
EVT_07905,10.0,ALLOW,0,
EVT_07906,10.0,ALLOW,0,
EVT_07907,10.0,ALLOW,0,
EVT_07908,15.0,ALLOW,0,
EVT_07909,50.0,CHALLENGE,0,
EVT_07910,15.0,ALLOW,0,
EVT_07911,10.0,ALLOW,0,
EVT_07912,15.0,ALLOW,0,
EVT_07913,10.0,ALLOW,0,
EVT_07914,20.0,ALLOW,0,
EVT_07915,15.0,ALLOW,0,
EVT_07916,10.0,ALLOW,0,
EVT_07917,25.0,ALLOW,1,Unusual_Resource_Access
EVT_07918,10.0,ALLOW,0,
EVT_07919,10.0,ALLOW,0,
EVT_07920,15.0,ALLOW,0,
EVT_07921,25.0,ALLOW,0,
EVT_07922,45.0,CHALLENGE,1,Impossible_Travel
EVT_07923,10.0,ALLOW,0,
EVT_07924,10.0,ALLOW,0,
EVT_07925,10.0,ALLOW,0,
EVT_07926,25.0,ALLOW,0,
EVT_07927,35.0,ALLOW,1,Unusual_Resource_Access
EVT_07928,25.0,ALLOW,0,
EVT_07929,10.0,ALLOW,0,
EVT_07930,10.0,ALLOW,0,
EVT_07931,10.0,ALLOW,0,
EVT_07932,25.0,ALLOW,0,
EVT_07933,25.0,ALLOW,0,
EVT_07934,20.0,ALLOW,0,
EVT_07935,10.0,ALLOW,0,
EVT_07936,25.0,ALLOW,0,
EVT_07937,25.0,ALLOW,0,
EVT_07938,85.0,BLOCK,1,New_Device_Sensitive
EVT_07939,30.0,ALLOW,0,
EVT_07940,10.0,ALLOW,0,
EVT_07941,10.0,ALLOW,0,
EVT_07942,10.0,ALLOW,0,
EVT_07943,25.0,ALLOW,0,
EVT_07944,25.0,ALLOW,0,
EVT_07945,10.0,ALLOW,0,
EVT_07946,35.0,ALLOW,0,
EVT_07947,10.0,ALLOW,0,
EVT_07948,15.0,ALLOW,0,
EVT_07949,25.0,ALLOW,0,
EVT_07950,55.0,CHALLENGE,0,
EVT_07951,30.0,ALLOW,0,
EVT_07952,10.0,ALLOW,0,
EVT_07953,45.0,CHALLENGE,0,
EVT_07954,10.0,ALLOW,0,
EVT_07955,30.0,ALLOW,0,
EVT_07956,25.0,ALLOW,0,
EVT_07957,40.0,ALLOW,0,
EVT_07958,15.0,ALLOW,0,
EVT_07959,85.0,BLOCK,1,New_Device_Sensitive
EVT_07960,10.0,ALLOW,0,
EVT_07961,25.0,ALLOW,0,
EVT_07962,10.0,ALLOW,0,
EVT_07963,10.0,ALLOW,0,
EVT_07964,15.0,ALLOW,0,
EVT_07965,25.0,ALLOW,0,
EVT_07966,10.0,ALLOW,0,
EVT_07967,35.0,ALLOW,0,
EVT_07968,15.0,ALLOW,0,
EVT_07969,35.0,ALLOW,0,
EVT_07970,25.0,ALLOW,0,
EVT_07971,40.0,ALLOW,0,
EVT_07972,10.0,ALLOW,0,
EVT_07973,25.0,ALLOW,0,
EVT_07974,15.0,ALLOW,0,
EVT_07975,10.0,ALLOW,0,
EVT_07976,25.0,ALLOW,0,
EVT_07977,10.0,ALLOW,0,
EVT_07978,20.0,ALLOW,0,
EVT_07979,10.0,ALLOW,0,
EVT_07980,15.0,ALLOW,0,
EVT_07981,10.0,ALLOW,0,
EVT_07982,25.0,ALLOW,0,
EVT_07983,10.0,ALLOW,0,
EVT_07984,15.0,ALLOW,0,
EVT_07985,10.0,ALLOW,0,
EVT_07986,10.0,ALLOW,0,
EVT_07987,10.0,ALLOW,0,
EVT_07988,10.0,ALLOW,0,
EVT_07989,35.0,ALLOW,0,
EVT_07990,25.0,ALLOW,0,
EVT_07991,10.0,ALLOW,0,
EVT_07992,70.0,CHALLENGE,0,
EVT_07993,25.0,ALLOW,0,
EVT_07994,45.0,CHALLENGE,0,
EVT_07995,25.0,ALLOW,0,
EVT_07996,25.0,ALLOW,0,
EVT_07997,10.0,ALLOW,0,
EVT_07998,10.0,ALLOW,0,
EVT_07999,25.0,ALLOW,0,
EVT_08000,10.0,ALLOW,0,
EVT_08001,10.0,ALLOW,0,
EVT_08002,10.0,ALLOW,0,
EVT_08003,10.0,ALLOW,0,
EVT_08004,25.0,ALLOW,0,
EVT_08005,15.0,ALLOW,0,
EVT_08006,10.0,ALLOW,0,
EVT_08007,25.0,ALLOW,0,
EVT_08008,10.0,ALLOW,0,
EVT_08009,10.0,ALLOW,0,
EVT_08010,40.0,ALLOW,0,
EVT_08011,40.0,ALLOW,0,
EVT_08012,30.0,ALLOW,0,
EVT_08013,10.0,ALLOW,0,
EVT_08014,10.0,ALLOW,0,
EVT_08015,10.0,ALLOW,0,
EVT_08016,25.0,ALLOW,0,
EVT_08017,85.0,BLOCK,1,New_Device_Sensitive
EVT_08018,10.0,ALLOW,0,
EVT_08019,40.0,ALLOW,0,
EVT_08020,25.0,ALLOW,0,
EVT_08021,25.0,ALLOW,1,Unusual_Resource_Access
EVT_08022,10.0,ALLOW,0,
EVT_08023,10.0,ALLOW,0,
EVT_08024,25.0,ALLOW,0,
EVT_08025,10.0,ALLOW,0,
EVT_08026,10.0,ALLOW,0,
EVT_08027,10.0,ALLOW,0,
EVT_08028,25.0,ALLOW,0,
EVT_08029,25.0,ALLOW,0,
EVT_08030,35.0,ALLOW,0,
EVT_08031,10.0,ALLOW,0,
EVT_08032,10.0,ALLOW,0,
EVT_08033,25.0,ALLOW,0,
EVT_08034,10.0,ALLOW,0,
EVT_08035,10.0,ALLOW,0,
EVT_08036,10.0,ALLOW,0,
EVT_08037,15.0,ALLOW,0,
EVT_08038,10.0,ALLOW,0,
EVT_08039,30.0,ALLOW,0,
EVT_08040,25.0,ALLOW,0,
EVT_08041,25.0,ALLOW,0,
EVT_08042,10.0,ALLOW,0,
EVT_08043,10.0,ALLOW,0,
EVT_08044,15.0,ALLOW,0,
EVT_08045,15.0,ALLOW,0,
EVT_08046,10.0,ALLOW,0,
EVT_08047,10.0,ALLOW,0,
EVT_08048,50.0,CHALLENGE,0,
EVT_08049,10.0,ALLOW,0,
EVT_08050,10.0,ALLOW,0,
EVT_08051,10.0,ALLOW,0,
EVT_08052,10.0,ALLOW,0,
EVT_08053,25.0,ALLOW,0,
EVT_08054,10.0,ALLOW,0,
EVT_08055,10.0,ALLOW,0,
EVT_08056,10.0,ALLOW,0,
EVT_08057,25.0,ALLOW,0,
EVT_08058,85.0,BLOCK,1,New_Device_Sensitive
EVT_08059,10.0,ALLOW,0,
EVT_08060,25.0,ALLOW,0,
EVT_08061,10.0,ALLOW,0,
EVT_08062,15.0,ALLOW,0,
EVT_08063,10.0,ALLOW,0,
EVT_08064,45.0,CHALLENGE,0,
EVT_08065,10.0,ALLOW,0,
EVT_08066,45.0,CHALLENGE,0,
EVT_08067,15.0,ALLOW,0,
EVT_08068,50.0,CHALLENGE,0,
EVT_08069,25.0,ALLOW,0,
EVT_08070,35.0,ALLOW,0,
EVT_08071,25.0,ALLOW,0,
EVT_08072,10.0,ALLOW,0,
EVT_08073,40.0,ALLOW,0,
EVT_08074,10.0,ALLOW,0,
EVT_08075,40.0,ALLOW,0,
EVT_08076,10.0,ALLOW,0,
EVT_08077,10.0,ALLOW,0,
EVT_08078,25.0,ALLOW,0,
EVT_08079,10.0,ALLOW,0,
EVT_08080,10.0,ALLOW,0,
EVT_08081,15.0,ALLOW,0,
EVT_08082,10.0,ALLOW,0,
EVT_08083,10.0,ALLOW,0,
EVT_08084,30.0,ALLOW,0,
EVT_08085,15.0,ALLOW,0,
EVT_08086,45.0,CHALLENGE,1,Impossible_Travel
EVT_08087,10.0,ALLOW,0,
EVT_08088,10.0,ALLOW,0,
EVT_08089,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_08090,25.0,ALLOW,0,
EVT_08091,15.0,ALLOW,0,
EVT_08092,40.0,ALLOW,0,
EVT_08093,25.0,ALLOW,0,
EVT_08094,10.0,ALLOW,0,
EVT_08095,10.0,ALLOW,0,
EVT_08096,25.0,ALLOW,0,
EVT_08097,25.0,ALLOW,0,
EVT_08098,15.0,ALLOW,0,
EVT_08099,35.0,ALLOW,0,
EVT_08100,25.0,ALLOW,0,
EVT_08101,10.0,ALLOW,0,
EVT_08102,45.0,CHALLENGE,0,
EVT_08103,15.0,ALLOW,0,
EVT_08104,10.0,ALLOW,0,
EVT_08105,25.0,ALLOW,0,
EVT_08106,25.0,ALLOW,0,
EVT_08107,15.0,ALLOW,0,
EVT_08108,25.0,ALLOW,0,
EVT_08109,15.0,ALLOW,0,
EVT_08110,10.0,ALLOW,0,
EVT_08111,50.0,CHALLENGE,0,
EVT_08112,10.0,ALLOW,0,
EVT_08113,15.0,ALLOW,0,
EVT_08114,15.0,ALLOW,0,
EVT_08115,10.0,ALLOW,0,
EVT_08116,10.0,ALLOW,0,
EVT_08117,25.0,ALLOW,0,
EVT_08118,25.0,ALLOW,0,
EVT_08119,15.0,ALLOW,0,
EVT_08120,25.0,ALLOW,0,
EVT_08121,10.0,ALLOW,0,
EVT_08122,10.0,ALLOW,0,
EVT_08123,25.0,ALLOW,0,
EVT_08124,25.0,ALLOW,0,
EVT_08125,20.0,ALLOW,0,
EVT_08126,35.0,ALLOW,0,
EVT_08127,15.0,ALLOW,0,
EVT_08128,30.0,ALLOW,0,
EVT_08129,10.0,ALLOW,0,
EVT_08130,10.0,ALLOW,0,
EVT_08131,25.0,ALLOW,0,
EVT_08132,25.0,ALLOW,0,
EVT_08133,10.0,ALLOW,0,
EVT_08134,25.0,ALLOW,0,
EVT_08135,10.0,ALLOW,0,
EVT_08136,10.0,ALLOW,0,
EVT_08137,10.0,ALLOW,0,
EVT_08138,25.0,ALLOW,0,
EVT_08139,10.0,ALLOW,0,
EVT_08140,10.0,ALLOW,0,
EVT_08141,10.0,ALLOW,0,
EVT_08142,10.0,ALLOW,0,
EVT_08143,45.0,CHALLENGE,0,
EVT_08144,20.0,ALLOW,0,
EVT_08145,10.0,ALLOW,0,
EVT_08146,25.0,ALLOW,0,
EVT_08147,15.0,ALLOW,0,
EVT_08148,10.0,ALLOW,0,
EVT_08149,10.0,ALLOW,0,
EVT_08150,10.0,ALLOW,0,
EVT_08151,10.0,ALLOW,0,
EVT_08152,10.0,ALLOW,0,
EVT_08153,15.0,ALLOW,0,
EVT_08154,45.0,CHALLENGE,0,
EVT_08155,50.0,CHALLENGE,0,
EVT_08156,30.0,ALLOW,0,
EVT_08157,25.0,ALLOW,0,
EVT_08158,10.0,ALLOW,0,
EVT_08159,40.0,ALLOW,0,
EVT_08160,30.0,ALLOW,0,
EVT_08161,10.0,ALLOW,0,
EVT_08162,40.0,ALLOW,0,
EVT_08163,10.0,ALLOW,0,
EVT_08164,30.0,ALLOW,0,
EVT_08165,25.0,ALLOW,0,
EVT_08166,30.0,ALLOW,0,
EVT_08167,10.0,ALLOW,0,
EVT_08168,10.0,ALLOW,0,
EVT_08169,25.0,ALLOW,0,
EVT_08170,10.0,ALLOW,0,
EVT_08171,35.0,ALLOW,0,
EVT_08172,10.0,ALLOW,0,
EVT_08173,40.0,ALLOW,0,
EVT_08174,10.0,ALLOW,0,
EVT_08175,10.0,ALLOW,0,
EVT_08176,40.0,ALLOW,0,
EVT_08177,45.0,CHALLENGE,0,
EVT_08178,10.0,ALLOW,0,
EVT_08179,10.0,ALLOW,0,
EVT_08180,10.0,ALLOW,0,
EVT_08181,25.0,ALLOW,0,
EVT_08182,20.0,ALLOW,0,
EVT_08183,10.0,ALLOW,0,
EVT_08184,45.0,CHALLENGE,0,
EVT_08185,10.0,ALLOW,0,
EVT_08186,40.0,ALLOW,0,
EVT_08187,25.0,ALLOW,0,
EVT_08188,15.0,ALLOW,0,
EVT_08189,30.0,ALLOW,0,
EVT_08190,60.0,CHALLENGE,0,
EVT_08191,10.0,ALLOW,0,
EVT_08192,30.0,ALLOW,0,
EVT_08193,10.0,ALLOW,0,
EVT_08194,10.0,ALLOW,0,
EVT_08195,10.0,ALLOW,0,
EVT_08196,85.0,BLOCK,1,New_Device_Sensitive
EVT_08197,10.0,ALLOW,0,
EVT_08198,10.0,ALLOW,0,
EVT_08199,10.0,ALLOW,0,
EVT_08200,15.0,ALLOW,0,
EVT_08201,25.0,ALLOW,0,
EVT_08202,15.0,ALLOW,0,
EVT_08203,15.0,ALLOW,0,
EVT_08204,25.0,ALLOW,0,
EVT_08205,15.0,ALLOW,0,
EVT_08206,45.0,CHALLENGE,0,
EVT_08207,15.0,ALLOW,0,
EVT_08208,10.0,ALLOW,0,
EVT_08209,15.0,ALLOW,0,
EVT_08210,30.0,ALLOW,0,
EVT_08211,30.0,ALLOW,0,
EVT_08212,30.0,ALLOW,0,
EVT_08213,20.0,ALLOW,0,
EVT_08214,55.0,CHALLENGE,0,
EVT_08215,10.0,ALLOW,0,
EVT_08216,25.0,ALLOW,0,
EVT_08217,25.0,ALLOW,0,
EVT_08218,35.0,ALLOW,0,
EVT_08219,25.0,ALLOW,0,
EVT_08220,10.0,ALLOW,0,
EVT_08221,25.0,ALLOW,0,
EVT_08222,10.0,ALLOW,0,
EVT_08223,10.0,ALLOW,0,
EVT_08224,25.0,ALLOW,0,
EVT_08225,10.0,ALLOW,0,
EVT_08226,25.0,ALLOW,0,
EVT_08227,25.0,ALLOW,0,
EVT_08228,25.0,ALLOW,0,
EVT_08229,25.0,ALLOW,0,
EVT_08230,40.0,ALLOW,0,
EVT_08231,25.0,ALLOW,0,
EVT_08232,25.0,ALLOW,0,
EVT_08233,10.0,ALLOW,0,
EVT_08234,15.0,ALLOW,0,
EVT_08235,10.0,ALLOW,0,
EVT_08236,25.0,ALLOW,0,
EVT_08237,25.0,ALLOW,0,
EVT_08238,10.0,ALLOW,0,
EVT_08239,35.0,ALLOW,0,
EVT_08240,25.0,ALLOW,0,
EVT_08241,30.0,ALLOW,0,
EVT_08242,25.0,ALLOW,0,
EVT_08243,25.0,ALLOW,0,
EVT_08244,15.0,ALLOW,0,
EVT_08245,25.0,ALLOW,0,
EVT_08246,10.0,ALLOW,0,
EVT_08247,25.0,ALLOW,0,
EVT_08248,10.0,ALLOW,0,
EVT_08249,40.0,ALLOW,0,
EVT_08250,10.0,ALLOW,0,
EVT_08251,25.0,ALLOW,0,
EVT_08252,10.0,ALLOW,0,
EVT_08253,10.0,ALLOW,0,
EVT_08254,10.0,ALLOW,0,
EVT_08255,25.0,ALLOW,0,
EVT_08256,25.0,ALLOW,0,
EVT_08257,15.0,ALLOW,0,
EVT_08258,30.0,ALLOW,0,
EVT_08259,10.0,ALLOW,0,
EVT_08260,10.0,ALLOW,0,
EVT_08261,70.0,CHALLENGE,0,
EVT_08262,25.0,ALLOW,0,
EVT_08263,25.0,ALLOW,0,
EVT_08264,25.0,ALLOW,0,
EVT_08265,10.0,ALLOW,0,
EVT_08266,25.0,ALLOW,0,
EVT_08267,25.0,ALLOW,0,
EVT_08268,45.0,CHALLENGE,0,
EVT_08269,10.0,ALLOW,0,
EVT_08270,10.0,ALLOW,0,
EVT_08271,15.0,ALLOW,0,
EVT_08272,10.0,ALLOW,0,
EVT_08273,25.0,ALLOW,0,
EVT_08274,25.0,ALLOW,0,
EVT_08275,45.0,CHALLENGE,0,
EVT_08276,10.0,ALLOW,0,
EVT_08277,10.0,ALLOW,0,
EVT_08278,25.0,ALLOW,0,
EVT_08279,10.0,ALLOW,0,
EVT_08280,30.0,ALLOW,0,
EVT_08281,10.0,ALLOW,0,
EVT_08282,10.0,ALLOW,0,
EVT_08283,10.0,ALLOW,0,
EVT_08284,40.0,ALLOW,0,
EVT_08285,30.0,ALLOW,0,
EVT_08286,10.0,ALLOW,0,
EVT_08287,10.0,ALLOW,0,
EVT_08288,25.0,ALLOW,0,
EVT_08289,15.0,ALLOW,0,
EVT_08290,10.0,ALLOW,0,
EVT_08291,50.0,CHALLENGE,0,
EVT_08292,40.0,ALLOW,0,
EVT_08293,30.0,ALLOW,0,
EVT_08294,80.0,BLOCK,1,New_Device_Sensitive
EVT_08295,10.0,ALLOW,0,
EVT_08296,10.0,ALLOW,0,
EVT_08297,25.0,ALLOW,0,
EVT_08298,10.0,ALLOW,0,
EVT_08299,25.0,ALLOW,0,
EVT_08300,40.0,ALLOW,0,
EVT_08301,25.0,ALLOW,0,
EVT_08302,15.0,ALLOW,0,
EVT_08303,25.0,ALLOW,0,
EVT_08304,10.0,ALLOW,0,
EVT_08305,10.0,ALLOW,0,
EVT_08306,25.0,ALLOW,0,
EVT_08307,10.0,ALLOW,0,
EVT_08308,25.0,ALLOW,0,
EVT_08309,25.0,ALLOW,0,
EVT_08310,10.0,ALLOW,0,
EVT_08311,10.0,ALLOW,0,
EVT_08312,10.0,ALLOW,0,
EVT_08313,10.0,ALLOW,0,
EVT_08314,10.0,ALLOW,0,
EVT_08315,10.0,ALLOW,0,
EVT_08316,70.0,CHALLENGE,0,
EVT_08317,15.0,ALLOW,0,
EVT_08318,45.0,CHALLENGE,0,
EVT_08319,10.0,ALLOW,0,
EVT_08320,10.0,ALLOW,0,
EVT_08321,25.0,ALLOW,0,
EVT_08322,25.0,ALLOW,0,
EVT_08323,30.0,ALLOW,0,
EVT_08324,20.0,ALLOW,0,
EVT_08325,25.0,ALLOW,0,
EVT_08326,10.0,ALLOW,0,
EVT_08327,10.0,ALLOW,0,
EVT_08328,25.0,ALLOW,0,
EVT_08329,25.0,ALLOW,0,
EVT_08330,25.0,ALLOW,0,
EVT_08331,10.0,ALLOW,0,
EVT_08332,10.0,ALLOW,0,
EVT_08333,30.0,ALLOW,0,
EVT_08334,15.0,ALLOW,0,
EVT_08335,10.0,ALLOW,0,
EVT_08336,15.0,ALLOW,0,
EVT_08337,30.0,ALLOW,0,
EVT_08338,15.0,ALLOW,0,
EVT_08339,25.0,ALLOW,0,
EVT_08340,10.0,ALLOW,0,
EVT_08341,40.0,ALLOW,0,
EVT_08342,25.0,ALLOW,0,
EVT_08343,10.0,ALLOW,0,
EVT_08344,25.0,ALLOW,0,
EVT_08345,10.0,ALLOW,0,
EVT_08346,10.0,ALLOW,0,
EVT_08347,10.0,ALLOW,0,
EVT_08348,25.0,ALLOW,0,
EVT_08349,10.0,ALLOW,0,
